"","id","lat","lng","date","time","tem","rhu","wnd"
"1",0,33.4,110.5,"2021-07-22","12:00:00",24.109028,80.6907,113.578186
"2",1,33.5,111.1,"2021-07-22","12:00:00",24.121813,81.212616,143.21004
"3",2,33.45,111,"2021-07-22","12:00:00",26.815609,84.26876,133.60213
"4",3,33.5,110.35,"2021-07-22","12:00:00",26.56081,78.54662,91.03238
"5",4,33.4,111.1,"2021-07-22","12:00:00",26.939064,84.33766,128.30316
"6",5,33.45,110.7,"2021-07-22","12:00:00",27.501556,86.61047,124.011345
"7",6,33.55,110.3,"2021-07-22","12:00:00",25.994246,78.1087,94.96929
"8",7,33.4,111.05,"2021-07-22","12:00:00",26.591076,84.321945,127.91362
"9",8,33.5,110.4,"2021-07-22","12:00:00",26.909243,80.09924,89.724976
"10",9,33.45,110.95,"2021-07-22","12:00:00",26.229252,84.25367,131.94763
"11",10,33.55,110.15,"2021-07-22","12:00:00",24.411911,76.77023,118.660934
"12",11,33.4,110.8,"2021-07-22","12:00:00",27.676102,87.16794,127.70955
"13",12,33.55,111.15,"2021-07-22","12:00:00",25.436897,79.83311,145.56328
"14",13,33.55,110.2,"2021-07-22","12:00:00",23.36169,74.895706,107.14106
"15",14,33.55,110.6,"2021-07-22","12:00:00",26.32567,84.5809,121.490265
"16",15,33.45,110.65,"2021-07-22","12:00:00",27.217072,85.36514,118.708015
"17",16,33.4,110.55,"2021-07-22","12:00:00",25.405563,82.739,114.84555
"18",17,33.55,110.8,"2021-07-22","12:00:00",26.136793,86.036194,137.03545
"19",18,33.55,110.85,"2021-07-22","12:00:00",25.526716,85.06778,139.14119
"20",19,33.45,110.85,"2021-07-22","12:00:00",27.481697,86.12651,129.66254
"21",20,33.4,110.35,"2021-07-22","12:00:00",24.574566,77.64659,131.50449
"22",21,33.4,111.15,"2021-07-22","12:00:00",26.322912,83.11801,127.241455
"23",22,33.45,110.4,"2021-07-22","12:00:00",27.217228,80.3403,104.888504
"24",23,33.4,110.1,"2021-07-22","12:00:00",22.578777,75.254425,170.51056
"25",24,33.4,110.85,"2021-07-22","12:00:00",26.613768,85.672195,126.99388
"26",25,33.4,110.05,"2021-07-22","12:00:00",24.531395,77.61138,168.8167
"27",26,33.5,111,"2021-07-22","12:00:00",26.37273,83.32889,138.9307
"28",27,33.5,110.2,"2021-07-22","12:00:00",25.396889,76.34424,111.293106
"29",28,33.55,110.95,"2021-07-22","12:00:00",24.516697,82.57417,143.32033
"30",29,33.4,110.9,"2021-07-22","12:00:00",25.91456,84.34592,126.30524
"31",30,33.4,110.95,"2021-07-22","12:00:00",25.979462,84.23777,126.92128
"32",31,33.45,110.45,"2021-07-22","12:00:00",26.836388,81.51877,104.90735
"33",32,33.4,110.15,"2021-07-22","12:00:00",22.589317,74.791794,163.69974
"34",33,33.55,111.05,"2021-07-22","12:00:00",26.540485,82.38896,146.07489
"35",34,33.4,110.6,"2021-07-22","12:00:00",24.99907,83.47567,116.04643
"36",35,33.5,111.05,"2021-07-22","12:00:00",26.165218,83.19046,141.12189
"37",36,33.45,110.1,"2021-07-22","12:00:00",24.707432,77.34128,156.76021
"38",37,33.5,110.6,"2021-07-22","12:00:00",26.994423,84.124405,111.342186
"39",38,33.4,110.45,"2021-07-22","12:00:00",23.932816,79.04636,118.08539
"40",39,33.4,110.7,"2021-07-22","12:00:00",26.091713,86.2737,123.88192
"41",40,33.45,110.8,"2021-07-22","12:00:00",28.116531,87.01513,129.07355
"42",41,33.45,111.05,"2021-07-22","12:00:00",26.695765,84.18718,135.03531
"43",42,33.55,110.1,"2021-07-22","12:00:00",24.8012,78.12355,131.70493
"44",43,33.5,110.8,"2021-07-22","12:00:00",27.356382,85.77653,130.33992
"45",44,33.5,110.7,"2021-07-22","12:00:00",26.830778,85.21564,124.1304
"46",45,33.45,110.05,"2021-07-22","12:00:00",24.086748,77.48217,159.16055
"47",46,33.5,110.05,"2021-07-22","12:00:00",25.16618,78.57242,149.07516
"48",47,33.4,110.4,"2021-07-22","12:00:00",24.10582,77.84937,123.54355
"49",48,33.45,110.35,"2021-07-22","12:00:00",27.486252,79.68317,109.292656
"50",49,33.5,110.25,"2021-07-22","12:00:00",26.279934,76.33381,100.76354
"51",50,33.55,110.75,"2021-07-22","12:00:00",26.754967,86.548386,134.50479
"52",51,33.45,110.15,"2021-07-22","12:00:00",26.049257,77.835526,145.92172
"53",52,33.45,111.1,"2021-07-22","12:00:00",26.814472,84.084366,136.44167
"54",53,33.5,110.75,"2021-07-22","12:00:00",27.538834,85.96626,127.267075
"55",54,33.5,111.15,"2021-07-22","12:00:00",24.764156,81.40722,143.4443
"56",55,33.55,110.45,"2021-07-22","12:00:00",26.277695,82.4718,101.71494
"57",56,33.55,110.25,"2021-07-22","12:00:00",25.347965,76.41214,100.453705
"58",57,33.5,110.15,"2021-07-22","12:00:00",25.491173,77.21691,125.99135
"59",58,33.5,110.9,"2021-07-22","12:00:00",26.95941,84.807884,133.85466
"60",59,33.55,110.05,"2021-07-22","12:00:00",23.827934,78.31172,142.06398
"61",60,33.55,110.55,"2021-07-22","12:00:00",25.62915,83.68836,114.148346
"62",61,33.4,110.3,"2021-07-22","12:00:00",24.31705,76.5943,140.72574
"63",62,33.55,110.65,"2021-07-22","12:00:00",27.289515,85.80217,126.73018
"64",63,33.5,110.85,"2021-07-22","12:00:00",27.31221,85.59358,132.12573
"65",64,33.4,111,"2021-07-22","12:00:00",26.223087,84.04592,127.53324
"66",65,33.45,110.25,"2021-07-22","12:00:00",27.312311,77.97776,124.255424
"67",66,33.45,111.15,"2021-07-22","12:00:00",26.288645,83.101845,135.95305
"68",67,33.5,110.1,"2021-07-22","12:00:00",25.534145,78.134766,141.66243
"69",68,33.5,110.45,"2021-07-22","12:00:00",26.859568,81.63065,93.57708
"70",69,33.55,110.9,"2021-07-22","12:00:00",24.492111,83.42131,141.27083
"71",70,33.55,110.4,"2021-07-22","12:00:00",27.049427,81.70695,96.37221
"72",71,33.5,110.65,"2021-07-22","12:00:00",27.660627,85.03581,117.618
"73",72,33.75,111.9,"2021-07-22","12:00:00",24.064022,82.62274,146.83328
"74",73,33.7,111.6,"2021-07-22","12:00:00",22.765377,75.018814,183.55135
"75",74,33.7,111.35,"2021-07-22","12:00:00",25.568352,74.82611,149.96478
"76",75,33.75,111.55,"2021-07-22","12:00:00",23.521866,75.36715,168.6794
"77",76,33.75,111.5,"2021-07-22","12:00:00",23.00502,74.74874,167.02136
"78",77,33.75,111.6,"2021-07-22","12:00:00",24.528873,76.518524,171.01468
"79",78,33.75,111.65,"2021-07-22","12:00:00",24.821568,77.68204,160.4341
"80",79,33.7,111.4,"2021-07-22","12:00:00",26.152084,76.000305,155.57855
"81",80,33.7,111.45,"2021-07-22","12:00:00",24.48064,74.96252,163.69902
"82",81,33.7,111.7,"2021-07-22","12:00:00",22.872595,77.25324,170.13614
"83",82,33.75,111.35,"2021-07-22","12:00:00",22.297623,71.91318,153.48122
"84",83,33.7,111.8,"2021-07-22","12:00:00",22.21429,78.73931,145.1633
"85",84,33.7,111.55,"2021-07-22","12:00:00",23.63768,75.29111,177.54688
"86",85,33.7,111.5,"2021-07-22","12:00:00",22.18356,73.490135,172.37802
"87",86,33.7,111.75,"2021-07-22","12:00:00",22.926197,78.64797,156.08183
"88",87,33.7,111.25,"2021-07-22","12:00:00",25.049877,73.497505,143.90526
"89",88,33.7,111.9,"2021-07-22","12:00:00",24.190725,83.7773,143.47276
"90",89,33.75,111.95,"2021-07-22","12:00:00",23.293812,83.688,151.16103
"91",90,33.75,111.4,"2021-07-22","12:00:00",22.065548,72.37097,156.90804
"92",91,33.75,111.3,"2021-07-22","12:00:00",21.684032,70.6522,150.21611
"93",92,33.75,109.4,"2021-07-22","12:00:00",23.788986,77.96582,155.05844
"94",93,33.7,109.75,"2021-07-22","12:00:00",22.45303,77.26979,167.28662
"95",94,33.75,109.6,"2021-07-22","12:00:00",21.661934,77.13008,158.93591
"96",95,33.75,110.2,"2021-07-22","12:00:00",25.314304,78.68802,136.64095
"97",96,33.75,109.35,"2021-07-22","12:00:00",22.495682,76.79398,155.76468
"98",97,33.7,110.3,"2021-07-22","12:00:00",26.364998,80.535736,124.179596
"99",98,33.75,109.85,"2021-07-22","12:00:00",22.210732,78.260544,160.1482
"100",99,33.75,110.15,"2021-07-22","12:00:00",26.365135,79.98698,135.12408
"101",100,33.75,109.45,"2021-07-22","12:00:00",22.205454,77.395805,156.26645
"102",101,33.7,109.95,"2021-07-22","12:00:00",20.48102,76.97545,153.12881
"103",102,33.75,109.9,"2021-07-22","12:00:00",21.153576,76.84813,154.4979
"104",103,33.75,110.35,"2021-07-22","12:00:00",22.009192,79.253426,139.15009
"105",104,33.7,110.1,"2021-07-22","12:00:00",23.641817,78.291046,129.83241
"106",105,33.7,109.55,"2021-07-22","12:00:00",23.19287,78.35938,155.41446
"107",106,33.75,109.15,"2021-07-22","12:00:00",22.617252,75.404655,163.4339
"108",107,33.7,109.35,"2021-07-22","12:00:00",21.43424,75.59053,149.21475
"109",108,33.7,109.15,"2021-07-22","12:00:00",24.726902,77.262825,154.47162
"110",109,33.75,110.25,"2021-07-22","12:00:00",24.450474,77.99982,137.17566
"111",110,33.75,110.3,"2021-07-22","12:00:00",23.608223,78.68288,137.66653
"112",111,33.7,109.65,"2021-07-22","12:00:00",24.393631,78.81856,160.90543
"113",112,33.3,111.8,"2021-07-22","12:00:00",27.448845,82.423676,148.78632
"114",113,33.3,111.55,"2021-07-22","12:00:00",27.816334,79.58622,129.08115
"115",114,33.25,111.55,"2021-07-22","12:00:00",27.821606,80.98988,126.34964
"116",115,33.25,111.3,"2021-07-22","12:00:00",25.407316,79.47931,119.52432
"117",116,33.25,111.7,"2021-07-22","12:00:00",28.036327,81.228645,131.11838
"118",117,33.25,111.6,"2021-07-22","12:00:00",27.947273,80.658005,126.09821
"119",118,33.25,111.65,"2021-07-22","12:00:00",28.00831,81.05351,128.58937
"120",119,33.3,111.6,"2021-07-22","12:00:00",27.708515,79.348175,130.03125
"121",120,33.25,111.25,"2021-07-22","12:00:00",26.287827,80.78158,121.10331
"122",121,33.25,111.5,"2021-07-22","12:00:00",27.20448,81.01184,126.61986
"123",122,33.3,111.85,"2021-07-22","12:00:00",26.555027,83.07446,148.52756
"124",123,33.3,111.45,"2021-07-22","12:00:00",28.086336,80.39107,124.77922
"125",124,33.3,111.65,"2021-07-22","12:00:00",27.213905,79.60098,133.34116
"126",125,33.3,111.7,"2021-07-22","12:00:00",26.868904,79.812874,136.78738
"127",126,33.3,111.95,"2021-07-22","12:00:00",25.297562,83.96306,134.66583
"128",127,33.3,111.9,"2021-07-22","12:00:00",26.476486,84.065384,148.23169
"129",128,33.3,111.3,"2021-07-22","12:00:00",26.334179,79.40588,116.12834
"130",129,33.25,111.4,"2021-07-22","12:00:00",26.547794,80.55417,122.64391
"131",130,33.25,111.8,"2021-07-22","12:00:00",28.028828,82.269485,140.4058
"132",131,33.25,111.75,"2021-07-22","12:00:00",28.22214,81.654594,135.54172
"133",132,33.25,109.8,"2021-07-22","12:00:00",23.800861,78.31912,128.14142
"134",133,33.8,111.75,"2021-07-22","12:00:00",24.885138,77.6788,124.78672
"135",134,33.8,109.95,"2021-07-22","12:00:00",24.643726,78.01308,136.46417
"136",135,33.35,110.55,"2021-07-22","12:00:00",24.049675,82.33353,122.66169
"137",136,33.2,111.2,"2021-07-22","12:00:00",26.838345,82.17104,127.06349
"138",137,33.7,110.95,"2021-07-22","12:00:00",23.345806,78.951675,155.94736
"139",138,33.25,111.95,"2021-07-22","12:00:00",27.180101,83.54674,123.18506
"140",139,33.4,110.5,"2021-07-22","12:00:00",24.109028,80.6907,113.578186
"141",140,33.3,109.55,"2021-07-22","12:00:00",26.55444,80.42174,158.40955
"142",141,33.35,111.7,"2021-07-22","12:00:00",26.353691,79.92494,139.55377
"143",142,33.7,110.8,"2021-07-22","12:00:00",19.639217,83.749504,153.90886
"144",143,33.8,110.6,"2021-07-22","12:00:00",22.14233,83.62334,166.07812
"145",144,33.55,110.15,"2021-07-22","12:00:00",24.411911,76.77023,118.660934
"146",145,33.65,111.05,"2021-07-22","12:00:00",25.69486,79.230835,151.54318
"147",146,33.25,111.6,"2021-07-22","12:00:00",27.947273,80.658005,126.09821
"148",147,33.5,109.25,"2021-07-22","12:00:00",24.412804,82.037674,131.79184
"149",148,33.75,111.6,"2021-07-22","12:00:00",24.528873,76.518524,171.01468
"150",149,33.45,111.5,"2021-07-22","12:00:00",26.745016,79.438324,148.18805
"151",150,33.5,111.8,"2021-07-22","12:00:00",23.300495,82.386765,140.26279
"152",151,33.45,110.25,"2021-07-22","12:00:00",27.312311,77.97776,124.255424
"153",0,33.4,110.5,"2021-07-22","16:00:00",25.005898,76.43477,112.15509
"154",1,33.5,111.1,"2021-07-22","16:00:00",23.969547,86.54143,118.2683
"155",2,33.45,111,"2021-07-22","16:00:00",26.84707,87.78349,112.22025
"156",3,33.5,110.35,"2021-07-22","16:00:00",26.586105,78.046005,93.14622
"157",4,33.4,111.1,"2021-07-22","16:00:00",27.12926,87.13428,114.37821
"158",5,33.45,110.7,"2021-07-22","16:00:00",28.061028,84.11636,120.66144
"159",6,33.55,110.3,"2021-07-22","16:00:00",25.896364,76.98711,98.84229
"160",7,33.4,111.05,"2021-07-22","16:00:00",26.85403,86.961075,113.161194
"161",8,33.5,110.4,"2021-07-22","16:00:00",27.259157,78.50211,93.14114
"162",9,33.45,110.95,"2021-07-22","16:00:00",26.327747,86.92805,112.57836
"163",10,33.55,110.15,"2021-07-22","16:00:00",24.686068,75.08074,107.16651
"164",11,33.4,110.8,"2021-07-22","16:00:00",28.305344,85.85814,120.43114
"165",12,33.55,111.15,"2021-07-22","16:00:00",25.041668,85.770905,126.17406
"166",13,33.55,110.2,"2021-07-22","16:00:00",23.376492,73.795746,102.51035
"167",14,33.55,110.6,"2021-07-22","16:00:00",27.01451,80.08738,116.24335
"168",15,33.45,110.65,"2021-07-22","16:00:00",27.794758,82.38823,117.48212
"169",16,33.4,110.55,"2021-07-22","16:00:00",26.300104,78.65875,114.96538
"170",17,33.55,110.8,"2021-07-22","16:00:00",26.490868,83.94519,123.98605
"171",18,33.55,110.85,"2021-07-22","16:00:00",25.68518,84.57402,123.4292
"172",19,33.45,110.85,"2021-07-22","16:00:00",27.748934,86.76787,116.10675
"173",20,33.4,110.35,"2021-07-22","16:00:00",24.893137,76.55898,118.6741
"174",21,33.4,111.15,"2021-07-22","16:00:00",26.396217,86.31035,115.921265
"175",22,33.45,110.4,"2021-07-22","16:00:00",27.615784,78.954414,103.202255
"176",23,33.4,110.1,"2021-07-22","16:00:00",22.971619,76.015976,141.7686
"177",24,33.4,110.85,"2021-07-22","16:00:00",27.149666,85.68834,116.805176
"178",25,33.4,110.05,"2021-07-22","16:00:00",24.882347,78.2585,142.41284
"179",26,33.5,111,"2021-07-22","16:00:00",26.114523,87.88229,112.57877
"180",27,33.5,110.2,"2021-07-22","16:00:00",25.302032,76.08772,99.4524
"181",28,33.55,110.95,"2021-07-22","16:00:00",24.328943,85.05322,122.68765
"182",29,33.4,110.9,"2021-07-22","16:00:00",26.397936,85.42567,113.04544
"183",30,33.4,110.95,"2021-07-22","16:00:00",26.393154,86.03301,112.436066
"184",31,33.45,110.45,"2021-07-22","16:00:00",27.457146,78.91017,104.60901
"185",32,33.4,110.15,"2021-07-22","16:00:00",22.881268,75.612625,137.00851
"186",33,33.55,111.05,"2021-07-22","16:00:00",26.192413,86.915985,123.792145
"187",34,33.4,110.6,"2021-07-22","16:00:00",25.938385,79.249695,117.54939
"188",35,33.5,111.05,"2021-07-22","16:00:00",25.972809,88.07185,115.47646
"189",36,33.45,110.1,"2021-07-22","16:00:00",24.996231,77.15723,127.347046
"190",37,33.5,110.6,"2021-07-22","16:00:00",27.718872,80.219864,111.55114
"191",38,33.4,110.45,"2021-07-22","16:00:00",24.552773,76.16687,113.381065
"192",39,33.4,110.7,"2021-07-22","16:00:00",26.823254,83.450775,122.84286
"193",40,33.45,110.8,"2021-07-22","16:00:00",28.51554,86.30699,119.06613
"194",41,33.45,111.05,"2021-07-22","16:00:00",26.732296,87.91838,114.305916
"195",42,33.55,110.1,"2021-07-22","16:00:00",25.383814,75.8425,112.32069
"196",43,33.5,110.8,"2021-07-22","16:00:00",27.608126,85.42696,117.85237
"197",44,33.5,110.7,"2021-07-22","16:00:00",27.431253,82.377426,118.712845
"198",45,33.45,110.05,"2021-07-22","16:00:00",24.368471,77.37486,131.63297
"199",46,33.5,110.05,"2021-07-22","16:00:00",25.463821,77.45154,122.111015
"200",47,33.4,110.4,"2021-07-22","16:00:00",24.546997,76.09309,114.89818
"201",48,33.45,110.35,"2021-07-22","16:00:00",27.6762,79.07945,104.67439
"202",49,33.5,110.25,"2021-07-22","16:00:00",25.988256,76.93473,96.09643
"203",50,33.55,110.75,"2021-07-22","16:00:00",27.226246,83.41877,123.34613
"204",51,33.45,110.15,"2021-07-22","16:00:00",26.218481,77.888504,120.67383
"205",52,33.45,111.1,"2021-07-22","16:00:00",26.847334,88.06563,116.28476
"206",53,33.5,110.75,"2021-07-22","16:00:00",27.951105,84.29685,118.30144
"207",54,33.5,111.15,"2021-07-22","16:00:00",24.55563,87.28713,121.4422
"208",55,33.55,110.45,"2021-07-22","16:00:00",26.806316,78.388756,103.192055
"209",56,33.55,110.25,"2021-07-22","16:00:00",25.173592,75.87863,100.53945
"210",57,33.5,110.15,"2021-07-22","16:00:00",25.573372,76.394,106.91691
"211",58,33.5,110.9,"2021-07-22","16:00:00",26.842724,87.39955,112.867546
"212",59,33.55,110.05,"2021-07-22","16:00:00",24.42763,76.299255,119.65628
"213",60,33.55,110.55,"2021-07-22","16:00:00",26.316734,78.89148,111.41516
"214",61,33.4,110.3,"2021-07-22","16:00:00",24.589542,75.928696,123.31821
"215",62,33.55,110.65,"2021-07-22","16:00:00",27.892435,81.82235,119.45346
"216",63,33.5,110.85,"2021-07-22","16:00:00",27.364391,86.76215,115.46841
"217",64,33.4,111,"2021-07-22","16:00:00",26.557238,86.57106,111.84628
"218",65,33.45,110.25,"2021-07-22","16:00:00",27.26569,78.48421,110.09369
"219",66,33.45,111.15,"2021-07-22","16:00:00",26.241352,87.59359,118.59667
"220",67,33.5,110.1,"2021-07-22","16:00:00",25.822193,76.763504,114.88344
"221",68,33.5,110.45,"2021-07-22","16:00:00",27.465042,78.81241,96.7506
"222",69,33.55,110.9,"2021-07-22","16:00:00",24.46185,84.475174,122.78564
"223",70,33.55,110.4,"2021-07-22","16:00:00",27.403364,78.64421,99.748535
"224",71,33.5,110.65,"2021-07-22","16:00:00",28.234024,81.90051,115.08053
"225",72,33.75,111.9,"2021-07-22","16:00:00",22.835989,88.00287,142.14178
"226",73,33.7,111.6,"2021-07-22","16:00:00",21.643808,82.609085,163.05005
"227",74,33.7,111.35,"2021-07-22","16:00:00",24.724098,82.43244,139.51308
"228",75,33.75,111.55,"2021-07-22","16:00:00",22.417423,83.23419,152.64784
"229",76,33.75,111.5,"2021-07-22","16:00:00",21.976341,82.985115,153.74391
"230",77,33.75,111.6,"2021-07-22","16:00:00",23.339523,83.96835,151.35565
"231",78,33.75,111.65,"2021-07-22","16:00:00",23.604156,84.25596,142.32385
"232",79,33.7,111.4,"2021-07-22","16:00:00",25.21046,84.15344,143.44351
"233",80,33.7,111.45,"2021-07-22","16:00:00",23.427628,83.56548,150.05975
"234",81,33.7,111.7,"2021-07-22","16:00:00",21.865826,82.60026,141.74371
"235",82,33.75,111.35,"2021-07-22","16:00:00",21.580929,79.13311,145.69067
"236",83,33.7,111.8,"2021-07-22","16:00:00",21.055408,84.8945,129.84793
"237",84,33.7,111.55,"2021-07-22","16:00:00",22.498741,83.605484,160.23456
"238",85,33.7,111.5,"2021-07-22","16:00:00",21.024982,82.59584,157.75377
"239",86,33.7,111.75,"2021-07-22","16:00:00",21.890968,83.98299,134.70584
"240",87,33.7,111.25,"2021-07-22","16:00:00",24.373436,79.95151,136.39516
"241",88,33.7,111.9,"2021-07-22","16:00:00",23.073675,88.30263,136.6531
"242",89,33.75,111.95,"2021-07-22","16:00:00",22.069065,89.54941,145.73209
"243",90,33.75,111.4,"2021-07-22","16:00:00",21.258932,80.06244,147.64566
"244",91,33.75,111.3,"2021-07-22","16:00:00",21.056078,77.48746,143.97134
"245",92,33.75,109.4,"2021-07-22","16:00:00",24.34893,76.86713,151.21849
"246",93,33.7,109.75,"2021-07-22","16:00:00",22.838684,77.203705,153.09108
"247",94,33.75,109.6,"2021-07-22","16:00:00",22.17241,75.9326,146.90057
"248",95,33.75,110.2,"2021-07-22","16:00:00",25.484543,76.207985,131.30212
"249",96,33.75,109.35,"2021-07-22","16:00:00",23.056002,75.992065,153.3892
"250",97,33.7,110.3,"2021-07-22","16:00:00",26.750446,76.678314,120.2897
"251",98,33.75,109.85,"2021-07-22","16:00:00",22.71364,76.8922,139.62271
"252",99,33.75,110.15,"2021-07-22","16:00:00",26.601591,78.03674,129.69984
"253",100,33.75,109.45,"2021-07-22","16:00:00",22.776249,75.622955,149.18132
"254",101,33.7,109.95,"2021-07-22","16:00:00",21.469418,75.181145,129.95766
"255",102,33.75,109.9,"2021-07-22","16:00:00",21.698864,75.20924,132.20198
"256",103,33.75,110.35,"2021-07-22","16:00:00",22.394299,73.944534,130.36531
"257",104,33.7,110.1,"2021-07-22","16:00:00",24.364594,76.43102,120.55975
"258",105,33.7,109.55,"2021-07-22","16:00:00",23.741144,76.949104,143.51552
"259",106,33.75,109.15,"2021-07-22","16:00:00",23.04929,75.74235,157.5403
"260",107,33.7,109.35,"2021-07-22","16:00:00",22.215645,74.67474,145.63599
"261",108,33.7,109.15,"2021-07-22","16:00:00",25.424278,76.7031,150.08911
"262",109,33.75,110.25,"2021-07-22","16:00:00",24.607637,75.33516,130.33223
"263",110,33.75,110.3,"2021-07-22","16:00:00",23.835304,74.62186,129.45709
"264",111,33.7,109.65,"2021-07-22","16:00:00",24.890285,78.38435,149.30038
"265",112,33.3,111.8,"2021-07-22","16:00:00",28.045359,79.51621,122.04203
"266",113,33.3,111.55,"2021-07-22","16:00:00",27.994734,81.03548,116.65096
"267",114,33.25,111.55,"2021-07-22","16:00:00",28.075222,81.85528,111.45997
"268",115,33.25,111.3,"2021-07-22","16:00:00",25.275772,82.098236,105.95697
"269",116,33.25,111.7,"2021-07-22","16:00:00",28.570879,80.97133,116.21918
"270",117,33.25,111.6,"2021-07-22","16:00:00",28.277836,81.25964,113.01201
"271",118,33.25,111.65,"2021-07-22","16:00:00",28.44404,81.227325,114.64295
"272",119,33.3,111.6,"2021-07-22","16:00:00",27.989183,80.250595,118.6849
"273",120,33.25,111.25,"2021-07-22","16:00:00",26.156689,83.56433,108.67958
"274",121,33.25,111.5,"2021-07-22","16:00:00",27.382671,82.14302,109.707985
"275",122,33.3,111.85,"2021-07-22","16:00:00",27.091946,78.97984,115.70623
"276",123,33.3,111.45,"2021-07-22","16:00:00",28.048416,82.86335,112.102264
"277",124,33.3,111.65,"2021-07-22","16:00:00",27.603115,79.71922,120.47794
"278",125,33.3,111.7,"2021-07-22","16:00:00",27.345978,79.19745,122.27763
"279",126,33.3,111.95,"2021-07-22","16:00:00",25.515476,78.89227,99.31739
"280",127,33.3,111.9,"2021-07-22","16:00:00",26.921856,78.85982,109.47199
"281",128,33.3,111.3,"2021-07-22","16:00:00",26.057404,82.969894,108.47694
"282",129,33.25,111.4,"2021-07-22","16:00:00",26.583332,82.37334,105.95198
"283",130,33.25,111.8,"2021-07-22","16:00:00",28.748013,79.86335,115.99009
"284",131,33.25,111.75,"2021-07-22","16:00:00",28.892971,80.29969,116.108894
"285",132,33.25,109.8,"2021-07-22","16:00:00",24.01569,76.491646,118.82559
"286",133,33.8,111.75,"2021-07-22","16:00:00",23.427658,84.252266,131.88527
"287",134,33.8,109.95,"2021-07-22","16:00:00",24.944958,76.08441,125.65402
"288",135,33.35,110.55,"2021-07-22","16:00:00",25.011587,77.90668,117.933655
"289",136,33.2,111.2,"2021-07-22","16:00:00",27.000738,84.19511,108.87837
"290",137,33.7,110.95,"2021-07-22","16:00:00",23.734253,78.53277,145.77774
"291",138,33.25,111.95,"2021-07-22","16:00:00",27.693653,79.013306,96.619255
"292",139,33.4,110.5,"2021-07-22","16:00:00",25.005898,76.43477,112.15509
"293",140,33.3,109.55,"2021-07-22","16:00:00",26.853516,77.570816,151.17395
"294",141,33.35,111.7,"2021-07-22","16:00:00",26.663694,79.63907,125.80252
"295",142,33.7,110.8,"2021-07-22","16:00:00",21.61688,75.927765,144.50034
"296",143,33.8,110.6,"2021-07-22","16:00:00",23.146828,76.683914,158.02003
"297",144,33.55,110.15,"2021-07-22","16:00:00",24.686068,75.08074,107.16651
"298",145,33.65,111.05,"2021-07-22","16:00:00",25.349342,83.12966,137.66495
"299",146,33.25,111.6,"2021-07-22","16:00:00",28.277836,81.25964,113.01201
"300",147,33.5,109.25,"2021-07-22","16:00:00",25.085474,77.71948,128.4924
"301",148,33.75,111.6,"2021-07-22","16:00:00",23.339523,83.96835,151.35565
"302",149,33.45,111.5,"2021-07-22","16:00:00",26.501415,83.399,141.17552
"303",150,33.5,111.8,"2021-07-22","16:00:00",22.848639,81.35516,111.08728
"304",151,33.45,110.25,"2021-07-22","16:00:00",27.26569,78.48421,110.09369
"305",0,33.4,110.5,"2021-07-22","20:00:00",21.328781,93.19946,112.11459
"306",1,33.5,111.1,"2021-07-22","20:00:00",21.555052,95.26073,107.02641
"307",2,33.45,111,"2021-07-22","20:00:00",24.478725,96.60793,107.53473
"308",3,33.5,110.35,"2021-07-22","20:00:00",23.327473,94.79379,74.13916
"309",4,33.4,111.1,"2021-07-22","20:00:00",24.706373,95.25885,106.47646
"310",5,33.45,110.7,"2021-07-22","20:00:00",25.105152,97.58248,116.831024
"311",6,33.55,110.3,"2021-07-22","20:00:00",22.855547,93.79106,88.93435
"312",7,33.4,111.05,"2021-07-22","20:00:00",24.38301,95.17734,108.36128
"313",8,33.5,110.4,"2021-07-22","20:00:00",23.906199,94.888855,75.61679
"314",9,33.45,110.95,"2021-07-22","20:00:00",23.859833,96.66861,108.825645
"315",10,33.55,110.15,"2021-07-22","20:00:00",21.213303,91.088425,99.27408
"316",11,33.4,110.8,"2021-07-22","20:00:00",25.333475,98.05829,124.96439
"317",12,33.55,111.15,"2021-07-22","20:00:00",22.234653,95.65576,113.0112
"318",13,33.55,110.2,"2021-07-22","20:00:00",20.043512,90.57849,96.17674
"319",14,33.55,110.6,"2021-07-22","20:00:00",24.070427,95.20543,103.23327
"320",15,33.45,110.65,"2021-07-22","20:00:00",24.75592,96.72914,113.24064
"321",16,33.4,110.55,"2021-07-22","20:00:00",22.723902,94.76367,116.52348
"322",17,33.55,110.8,"2021-07-22","20:00:00",23.740845,97.70958,110.025536
"323",18,33.55,110.85,"2021-07-22","20:00:00",23.032307,97.70073,109.37019
"324",19,33.45,110.85,"2021-07-22","20:00:00",25.05695,98.186676,112.66463
"325",20,33.4,110.35,"2021-07-22","20:00:00",21.219227,93.7055,102.06618
"326",21,33.4,111.15,"2021-07-22","20:00:00",24.090788,93.97188,103.6572
"327",22,33.45,110.4,"2021-07-22","20:00:00",24.069237,95.510056,90.607155
"328",23,33.4,110.1,"2021-07-22","20:00:00",19.19851,91.71719,93.03453
"329",24,33.4,110.85,"2021-07-22","20:00:00",24.294325,96.97758,120.29762
"330",25,33.4,110.05,"2021-07-22","20:00:00",21.289991,93.4827,109.042046
"331",26,33.5,111,"2021-07-22","20:00:00",23.813696,97.23272,104.9716
"332",27,33.5,110.2,"2021-07-22","20:00:00",21.896847,92.653336,79.273
"333",28,33.55,110.95,"2021-07-22","20:00:00",21.805494,96.82893,108.79952
