id,lat,lng,date,time,tem,rhu,wnd
0,33.4,110.5,2021-07-24,12:00:00,25.28984,65.56044,115.73414
1,33.5,111.1,2021-07-24,12:00:00,26.001152,66.52394,139.92249
2,33.45,111.0,2021-07-24,12:00:00,28.409195,71.75154,140.13486
3,33.5,110.35,2021-07-24,12:00:00,27.186075,69.98563,102.01817
4,33.4,111.1,2021-07-24,12:00:00,28.743626,71.61715,144.95317
5,33.45,110.7,2021-07-24,12:00:00,29.036484,72.12976,133.7589
6,33.55,110.3,2021-07-24,12:00:00,26.568869,68.850555,106.26823
7,33.4,111.05,2021-07-24,12:00:00,28.282604,71.80122,142.55106
8,33.5,110.4,2021-07-24,12:00:00,27.871758,69.31786,103.046715
9,33.45,110.95,2021-07-24,12:00:00,27.809036,71.38526,138.46985
10,33.55,110.15,2021-07-24,12:00:00,24.9677,66.28541,111.53073
11,33.4,110.8,2021-07-24,12:00:00,29.238876,73.11969,138.58223
12,33.55,111.15,2021-07-24,12:00:00,27.123566,65.546844,136.80162
13,33.55,110.2,2021-07-24,12:00:00,23.815071,65.05884,107.62229
14,33.55,110.6,2021-07-24,12:00:00,27.95567,68.58176,127.461914
15,33.45,110.65,2021-07-24,12:00:00,28.664856,70.72662,128.0124
16,33.4,110.55,2021-07-24,12:00:00,26.658203,67.57058,119.53186
17,33.55,110.8,2021-07-24,12:00:00,27.753609,70.68702,138.69237
18,33.55,110.85,2021-07-24,12:00:00,27.120121,70.33653,138.54172
19,33.45,110.85,2021-07-24,12:00:00,29.042435,72.78406,137.2826
20,33.4,110.35,2021-07-24,12:00:00,25.115425,66.74052,118.155754
21,33.4,111.15,2021-07-24,12:00:00,28.267391,69.57121,140.83644
22,33.45,110.4,2021-07-24,12:00:00,28.064426,69.12793,109.610306
23,33.4,110.1,2021-07-24,12:00:00,22.762959,66.72208,145.7288
24,33.4,110.85,2021-07-24,12:00:00,28.1654,72.09845,137.1748
25,33.4,110.05,2021-07-24,12:00:00,24.645958,69.92404,149.79199
26,33.5,111.0,2021-07-24,12:00:00,27.983902,70.679276,140.02734
27,33.5,110.2,2021-07-24,12:00:00,25.642193,68.21321,105.883606
28,33.55,110.95,2021-07-24,12:00:00,26.061115,68.69381,138.83
29,33.4,110.9,2021-07-24,12:00:00,27.466375,71.075615,135.76279
30,33.4,110.95,2021-07-24,12:00:00,27.546268,71.44263,137.9592
31,33.45,110.45,2021-07-24,12:00:00,27.94032,68.641754,111.45046
