id,lat,lng,date,time,tem,rhu,wnd
0,33.4,110.5,2021-07-24,00:00:00,19.937248,93.327484,119.83164
1,33.5,111.1,2021-07-24,00:00:00,20.27903,95.02864,103.20347
2,33.45,111.0,2021-07-24,00:00:00,23.14326,97.49031,123.78625
3,33.5,110.35,2021-07-24,00:00:00,21.843067,94.98523,94.65428
4,33.4,111.1,2021-07-24,00:00:00,23.390583,96.74705,171.89087
5,33.45,110.7,2021-07-24,00:00:00,23.927593,98.385414,123.85215
6,33.55,110.3,2021-07-24,00:00:00,21.512032,94.24768,102.571465
7,33.4,111.05,2021-07-24,00:00:00,23.053541,96.94379,159.67847
8,33.5,110.4,2021-07-24,00:00:00,22.354301,95.23387,94.20944
9,33.45,110.95,2021-07-24,00:00:00,22.537432,97.718,118.546906
10,33.55,110.15,2021-07-24,00:00:00,19.539131,91.73018,111.09623
11,33.4,110.8,2021-07-24,00:00:00,24.1253,99.393364,131.99997
12,33.55,111.15,2021-07-24,00:00:00,20.919098,95.476654,93.3386
13,33.55,110.2,2021-07-24,00:00:00,18.571314,90.73381,111.454704
14,33.55,110.6,2021-07-24,00:00:00,22.874527,95.53623,114.05001
15,33.45,110.65,2021-07-24,00:00:00,23.605532,96.988945,121.35811
16,33.4,110.55,2021-07-24,00:00:00,21.445654,94.85633,123.10025
17,33.55,110.8,2021-07-24,00:00:00,22.50857,98.593094,104.39677
18,33.55,110.85,2021-07-24,00:00:00,21.709455,98.359055,103.746735
19,33.45,110.85,2021-07-24,00:00:00,23.814613,99.29158,118.38415
20,33.4,110.35,2021-07-24,00:00:00,19.419197,94.219894,109.98572
21,33.4,111.15,2021-07-24,00:00:00,22.83778,95.93033,113.88611
22,33.45,110.4,2021-07-24,00:00:00,22.41296,95.908264,107.47073
23,33.4,110.1,2021-07-24,00:00:00,17.287922,91.804855,64.51413
24,33.4,110.85,2021-07-24,00:00:00,23.037018,98.60547,130.3288
25,33.4,110.05,2021-07-24,00:00:00,19.488058,93.22867,74.26886
26,33.5,111.0,2021-07-24,00:00:00,22.502449,96.92868,108.5626
27,33.5,110.2,2021-07-24,00:00:00,20.315788,92.65465,96.55062
28,33.55,110.95,2021-07-24,00:00:00,20.41427,97.079445,106.828384
29,33.4,110.9,2021-07-24,00:00:00,22.282938,97.77164,127.588
30,33.4,110.95,2021-07-24,00:00:00,22.403255,97.40833,136.01762
31,33.45,110.45,2021-07-24,00:00:00,22.42282,95.365524,109.62978
32,33.4,110.15,2021-07-24,00:00:00,17.291758,91.94701,70.78678
33,33.55,111.05,2021-07-24,00:00:00,22.238438,97.53924,107.56793
34,33.4,110.6,2021-07-24,00:00:00,21.261219,94.98184,126.38205
35,33.5,111.05,2021-07-24,00:00:00,22.343512,96.81831,105.96657
36,33.45,110.1,2021-07-24,00:00:00,19.54885,93.20389,85.35426
37,33.5,110.6,2021-07-24,00:00:00,23.38835,95.00638,109.53589
38,33.4,110.45,2021-07-24,00:00:00,19.334122,93.33205,118.35152
39,33.4,110.7,2021-07-24,00:00:00,22.564789,97.28633,132.82065
40,33.45,110.8,2021-07-24,00:00:00,24.504007,99.66762,120.87689
41,33.45,111.05,2021-07-24,00:00:00,23.07044,97.31127,121.26458
42,33.55,110.1,2021-07-24,00:00:00,19.773033,92.45792,110.79204
43,33.5,110.8,2021-07-24,00:00:00,23.631659,98.81535,104.20754
44,33.5,110.7,2021-07-24,00:00:00,23.150179,97.58092,110.92057
45,33.45,110.05,2021-07-24,00:00:00,19.123428,93.047775,90.60484
46,33.5,110.05,2021-07-24,00:00:00,20.18983,93.70458,99.05553
47,33.4,110.4,2021-07-24,00:00:00,19.09541,93.60158,116.532326
48,33.45,110.35,2021-07-24,00:00:00,22.519325,96.221825,103.46895
49,33.5,110.25,2021-07-24,00:00:00,21.280928,93.53493,95.92332
50,33.55,110.75,2021-07-24,00:00:00,23.189383,98.80849,110.013985
51,33.45,110.15,2021-07-24,00:00:00,20.87336,94.08844,86.43566
52,33.45,111.1,2021-07-24,00:00:00,23.194504,97.0959,117.91292
53,33.5,110.75,2021-07-24,00:00:00,23.847668,98.80553,107.890945
54,33.5,111.15,2021-07-24,00:00:00,20.802536,95.01073,93.06624
55,33.55,110.45,2021-07-24,00:00:00,22.450512,94.704056,100.76147
56,33.55,110.25,2021-07-24,00:00:00,20.687143,92.8094,107.43738
57,33.5,110.15,2021-07-24,00:00:00,20.421556,92.82332,96.77719
58,33.5,110.9,2021-07-24,00:00:00,23.053682,98.55466,102.85459
59,33.55,110.05,2021-07-24,00:00:00,18.903765,92.79082,110.734955
60,33.55,110.55,2021-07-24,00:00:00,22.12775,94.57851,108.603935
61,33.4,110.3,2021-07-24,00:00:00,19.017052,93.80148,101.17257
62,33.55,110.65,2021-07-24,00:00:00,23.791006,97.24486,114.24535
63,33.5,110.85,2021-07-24,00:00:00,23.50693,99.0006,103.55681
64,33.4,111.0,2021-07-24,00:00:00,22.664946,96.90418,152.95995
65,33.45,110.25,2021-07-24,00:00:00,22.089672,95.24254,93.20744
66,33.45,111.15,2021-07-24,00:00:00,22.637436,96.25726,98.01429
67,33.5,110.1,2021-07-24,00:00:00,20.418407,93.231415,96.98172
68,33.5,110.45,2021-07-24,00:00:00,22.657812,94.80623,97.33529
69,33.55,110.9,2021-07-24,00:00:00,20.4688,97.47187,103.0838
70,33.55,110.4,2021-07-24,00:00:00,22.94202,95.38158,97.372475
71,33.5,110.65,2021-07-24,00:00:00,24.036575,96.699745,110.132454
72,33.75,111.9,2021-07-24,00:00:00,19.146742,96.5443,99.465126
73,33.7,111.6,2021-07-24,00:00:00,17.036396,93.02135,30.600143
74,33.7,111.35,2021-07-24,00:00:00,19.614113,92.14741,42.144745
75,33.75,111.55,2021-07-24,00:00:00,18.302094,93.27137,44.168137
76,33.75,111.5,2021-07-24,00:00:00,17.766342,92.54261,49.22046
77,33.75,111.6,2021-07-24,00:00:00,19.25263,94.30034,39.561966
78,33.75,111.65,2021-07-24,00:00:00,19.537987,94.494705,43.689514
79,33.7,111.4,2021-07-24,00:00:00,20.092567,93.21368,37.146606
80,33.7,111.45,2021-07-24,00:00:00,18.495079,92.61156,33.56314
81,33.7,111.7,2021-07-24,00:00:00,17.125372,92.449,47.062454
82,33.75,111.35,2021-07-24,00:00:00,16.411179,90.471664,62.94644
83,33.7,111.8,2021-07-24,00:00:00,16.71727,92.265045,81.234314
84,33.7,111.55,2021-07-24,00:00:00,17.8647,93.3491,30.237488
85,33.7,111.5,2021-07-24,00:00:00,16.329264,91.60364,29.77861
86,33.7,111.75,2021-07-24,00:00:00,17.353167,92.66257,64.5124
87,33.7,111.25,2021-07-24,00:00:00,19.31892,91.37779,52.068085
88,33.7,111.9,2021-07-24,00:00:00,19.414143,95.35448,103.382866
89,33.75,111.95,2021-07-24,00:00:00,18.56287,97.345566,102.76296
90,33.75,111.4,2021-07-24,00:00:00,16.301907,90.52945,60.08953
91,33.75,111.3,2021-07-24,00:00:00,15.686036,89.73133,65.52826
92,33.75,109.4,2021-07-24,00:00:00,18.842463,95.68773,139.58858
93,33.7,109.75,2021-07-24,00:00:00,17.36058,92.14981,118.43938
94,33.75,109.6,2021-07-24,00:00:00,16.785843,93.06604,127.05177
95,33.75,110.2,2021-07-24,00:00:00,21.249718,94.62198,139.03145
96,33.75,109.35,2021-07-24,00:00:00,17.726349,94.87425,141.86493
97,33.7,110.3,2021-07-24,00:00:00,22.481281,95.16418,127.35822
98,33.75,109.85,2021-07-24,00:00:00,17.476984,92.594246,133.3443
99,33.75,110.15,2021-07-24,00:00:00,22.283834,95.077415,135.89696
100,33.75,109.45,2021-07-24,00:00:00,17.334402,94.51007,137.22327
101,33.7,109.95,2021-07-24,00:00:00,15.787585,90.800415,129.87292
102,33.75,109.9,2021-07-24,00:00:00,16.499323,91.04524,132.89111
103,33.75,110.35,2021-07-24,00:00:00,18.445658,92.86913,133.62782
104,33.7,110.1,2021-07-24,00:00:00,19.331276,92.08765,134.75122
105,33.7,109.55,2021-07-24,00:00:00,17.93752,94.10341,119.544754
106,33.75,109.15,2021-07-24,00:00:00,18.273647,93.99952,148.52715
107,33.7,109.35,2021-07-24,00:00:00,16.657825,94.22162,116.703
108,33.7,109.15,2021-07-24,00:00:00,20.37323,95.01488,121.732666
109,33.75,110.25,2021-07-24,00:00:00,20.408579,94.382576,136.72906
110,33.75,110.3,2021-07-24,00:00:00,19.76725,93.95714,134.69098
111,33.7,109.65,2021-07-24,00:00:00,19.237583,94.19803,116.1335
112,33.3,111.8,2021-07-24,00:00:00,23.193832,92.135254,2.008789
113,33.3,111.55,2021-07-24,00:00:00,23.901657,92.13251,114.98033
114,33.25,111.55,2021-07-24,00:00:00,23.867844,93.095085,89.22444
115,33.25,111.3,2021-07-24,00:00:00,21.581457,93.41908,93.589516
116,33.25,111.7,2021-07-24,00:00:00,24.11644,92.99071,69.357544
117,33.25,111.6,2021-07-24,00:00:00,23.88758,93.19415,82.871544
118,33.25,111.65,2021-07-24,00:00:00,24.054138,93.156075,79.35944
119,33.3,111.6,2021-07-24,00:00:00,23.710133,91.94394,97.77384
120,33.25,111.25,2021-07-24,00:00:00,22.42359,94.78655,101.20711
121,33.25,111.5,2021-07-24,00:00:00,23.328545,92.76425,97.429924
122,33.3,111.85,2021-07-24,00:00:00,22.294647,92.07945,16.324158
123,33.3,111.45,2021-07-24,00:00:00,24.185036,92.953674,133.98782
124,33.3,111.65,2021-07-24,00:00:00,23.221869,91.56766,75.357185
125,33.3,111.7,2021-07-24,00:00:00,22.774166,91.26828,30.446564
126,33.3,111.95,2021-07-24,00:00:00,20.626707,92.83922,36.488266
127,33.3,111.9,2021-07-24,00:00:00,22.134815,92.385376,24.481384
128,33.3,111.3,2021-07-24,00:00:00,22.579844,93.45441,111.57852
129,33.25,111.4,2021-07-24,00:00:00,22.74298,92.88875,106.03436
130,33.25,111.8,2021-07-24,00:00:00,24.21689,92.83072,0.8798981
131,33.25,111.75,2021-07-24,00:00:00,24.405567,92.7049,32.51326
