id,lat,lng,date,time,tem,rhu,wnd
0,33.4,110.5,2021-07-23,12:00:00,23.257286,79.77719,111.08877
1,33.5,111.1,2021-07-23,12:00:00,24.879335,73.143906,129.45946
2,33.45,111.0,2021-07-23,12:00:00,27.44009,76.97795,128.87051
3,33.5,110.35,2021-07-23,12:00:00,25.448683,79.02892,101.54703
4,33.4,111.1,2021-07-23,12:00:00,27.63798,77.10271,124.74437
5,33.45,110.7,2021-07-23,12:00:00,27.747124,79.945465,121.696014
6,33.55,110.3,2021-07-23,12:00:00,24.795364,80.028625,108.938324
7,33.4,111.05,2021-07-23,12:00:00,27.225407,76.94653,125.05864
8,33.5,110.4,2021-07-23,12:00:00,26.167461,78.78585,103.034454
9,33.45,110.95,2021-07-23,12:00:00,26.754711,77.0202,127.666084
10,33.55,110.15,2021-07-23,12:00:00,22.069668,83.20487,113.8489
11,33.4,110.8,2021-07-23,12:00:00,27.819042,81.49813,123.24336
12,33.55,111.15,2021-07-23,12:00:00,25.727139,72.38427,126.69495
13,33.55,110.2,2021-07-23,12:00:00,21.335989,80.41391,110.982994
14,33.55,110.6,2021-07-23,12:00:00,26.63989,77.71503,119.392075
15,33.45,110.65,2021-07-23,12:00:00,27.333685,79.32624,118.63139
16,33.4,110.55,2021-07-23,12:00:00,24.755672,80.60118,114.23095
17,33.55,110.8,2021-07-23,12:00:00,26.506062,78.19618,131.88712
18,33.55,110.85,2021-07-23,12:00:00,25.896034,77.425476,133.22618
19,33.45,110.85,2021-07-23,12:00:00,27.82619,79.28402,125.37411
20,33.4,110.35,2021-07-23,12:00:00,22.969173,80.499535,107.24894
21,33.4,111.15,2021-07-23,12:00:00,27.055801,75.82944,122.61142
22,33.45,110.4,2021-07-23,12:00:00,26.119684,80.551834,105.52399
23,33.4,110.1,2021-07-23,12:00:00,20.279362,78.96948,123.54791
24,33.4,110.85,2021-07-23,12:00:00,26.850088,79.36895,123.066414
25,33.4,110.05,2021-07-23,12:00:00,22.317871,80.50062,132.29204
26,33.5,111.0,2021-07-23,12:00:00,26.981806,76.30497,132.30005
27,33.5,110.2,2021-07-23,12:00:00,23.168678,82.14264,101.7781
28,33.55,110.95,2021-07-23,12:00:00,24.895218,74.989296,134.38254
29,33.4,110.9,2021-07-23,12:00:00,26.19558,77.7754,122.90203
30,33.4,110.95,2021-07-23,12:00:00,26.410753,77.12681,124.1398
31,33.45,110.45,2021-07-23,12:00:00,26.114481,79.91787,107.36832
32,33.4,110.15,2021-07-23,12:00:00,20.484465,78.86046,115.51421
33,33.55,111.05,2021-07-23,12:00:00,26.921654,74.78406,131.79251
34,33.4,110.6,2021-07-23,12:00:00,24.552313,80.09639,117.33009
35,33.5,111.05,2021-07-23,12:00:00,26.880262,75.579994,130.83582
