id,lat,lng,date,time,tem,rhu,wnd
0,33.4,110.5,2021-07-23,00:00:00,20.413757,92.862335,116.19776
1,33.5,111.1,2021-07-23,00:00:00,20.75282,95.19761,117.65613
2,33.45,111.0,2021-07-23,00:00:00,23.587759,96.888626,115.50249
3,33.5,110.35,2021-07-23,00:00:00,22.474867,95.37217,105.38692
4,33.4,111.1,2021-07-23,00:00:00,23.817717,95.424934,109.9031
5,33.45,110.7,2021-07-23,00:00:00,24.098839,98.43264,121.98888
6,33.55,110.3,2021-07-23,00:00:00,22.08138,93.86696,114.354866
7,33.4,111.05,2021-07-23,00:00:00,23.464779,95.38956,112.444016
8,33.5,110.4,2021-07-23,00:00:00,22.986574,95.20303,105.591034
9,33.45,110.95,2021-07-23,00:00:00,22.953619,96.9176,116.81421
10,33.55,110.15,2021-07-23,00:00:00,20.445715,91.28448,118.039474
11,33.4,110.8,2021-07-23,00:00:00,24.43245,97.83986,127.57384
12,33.55,111.15,2021-07-23,00:00:00,21.465553,95.7845,119.59021
13,33.55,110.2,2021-07-23,00:00:00,19.30034,90.666595,115.925385
14,33.55,110.6,2021-07-23,00:00:00,23.08462,96.11985,117.17172
15,33.45,110.65,2021-07-23,00:00:00,23.810308,97.305725,118.88229
16,33.4,110.55,2021-07-23,00:00:00,21.810152,94.63254,118.38681
17,33.55,110.8,2021-07-23,00:00:00,22.793003,98.31467,119.74524
18,33.55,110.85,2021-07-23,00:00:00,22.07608,98.316315,118.515884
19,33.45,110.85,2021-07-23,00:00:00,24.138302,98.31233,120.08952
20,33.4,110.35,2021-07-23,00:00:00,20.355114,93.87839,113.32105
21,33.4,111.15,2021-07-23,00:00:00,23.264732,94.46387,107.04829
22,33.45,110.4,2021-07-23,00:00:00,23.161203,95.6962,110.94406
23,33.4,110.1,2021-07-23,00:00:00,18.48375,92.11403,102.05892
24,33.4,110.85,2021-07-23,00:00:00,23.3899,96.798416,124.71945
25,33.4,110.05,2021-07-23,00:00:00,20.611431,93.873825,111.84651
26,33.5,111.0,2021-07-23,00:00:00,22.947086,97.50795,115.93569
27,33.5,110.2,2021-07-23,00:00:00,21.122026,93.29367,104.39459
28,33.55,110.95,2021-07-23,00:00:00,20.887794,97.394,118.015076
29,33.4,110.9,2021-07-23,00:00:00,22.640469,95.85341,121.56233
30,33.4,110.95,2021-07-23,00:00:00,22.782564,95.522644,118.54637
31,33.45,110.45,2021-07-23,00:00:00,23.003914,95.253624,111.00441
32,33.4,110.15,2021-07-23,00:00:00,18.440546,91.95453,101.816826
33,33.55,111.05,2021-07-23,00:00:00,22.772053,97.73813,119.94029
34,33.4,110.6,2021-07-23,00:00:00,21.510872,94.99811,120.572754
35,33.5,111.05,2021-07-23,00:00:00,22.823841,97.143845,116.81091
36,33.45,110.1,2021-07-23,00:00:00,20.678543,93.330154,108.34869
37,33.5,110.6,2021-07-23,00:00:00,23.567585,96.040634,110.011215
38,33.4,110.45,2021-07-23,00:00:00,19.9995,92.90529,115.90556
39,33.4,110.7,2021-07-23,00:00:00,22.7381,97.10733,127.02888
40,33.45,110.8,2021-07-23,00:00:00,24.760406,98.71942,122.01683
41,33.45,111.05,2021-07-23,00:00:00,23.558523,96.6568,114.70309
42,33.55,110.1,2021-07-23,00:00:00,20.872915,91.69014,120.035736
43,33.5,110.8,2021-07-23,00:00:00,23.793674,98.54912,115.99244
44,33.5,110.7,2021-07-23,00:00:00,23.270302,97.86429,116.045074
45,33.45,110.05,2021-07-23,00:00:00,20.231071,93.31261,114.94978
46,33.5,110.05,2021-07-23,00:00:00,21.315046,93.54228,116.4413
47,33.4,110.4,2021-07-23,00:00:00,19.941946,93.20405,115.59012
48,33.45,110.35,2021-07-23,00:00:00,23.318254,96.22562,109.4873
49,33.5,110.25,2021-07-23,00:00:00,21.985504,94.32796,104.78265
50,33.55,110.75,2021-07-23,00:00:00,23.452599,98.52933,120.906784
51,33.45,110.15,2021-07-23,00:00:00,21.918459,94.248825,105.649315
52,33.45,111.1,2021-07-23,00:00:00,23.696665,96.450584,113.922066
53,33.5,110.75,2021-07-23,00:00:00,23.979881,98.70466,116.00874
54,33.5,111.15,2021-07-23,00:00:00,21.290152,95.263504,116.59531
55,33.55,110.45,2021-07-23,00:00:00,22.858624,94.63567,111.665504
56,33.55,110.25,2021-07-23,00:00:00,21.324411,92.61383,115.12896
57,33.5,110.15,2021-07-23,00:00:00,21.362803,93.057785,107.93224
58,33.5,110.9,2021-07-23,00:00:00,23.378395,98.71994,114.343605
59,33.55,110.05,2021-07-23,00:00:00,20.05753,91.99402,124.14577
60,33.55,110.55,2021-07-23,00:00:00,22.3844,94.95507,114.30035
61,33.4,110.3,2021-07-23,00:00:00,20.038084,93.50411,110.60848
62,33.55,110.65,2021-07-23,00:00:00,24.024078,97.49194,119.59913
63,33.5,110.85,2021-07-23,00:00:00,23.761477,98.900955,115.18623
64,33.4,111.0,2021-07-23,00:00:00,23.035788,95.19359,115.03928
65,33.45,110.25,2021-07-23,00:00:00,23.007532,95.45067,105.74599
66,33.45,111.15,2021-07-23,00:00:00,23.14198,95.616356,111.880104
67,33.5,110.1,2021-07-23,00:00:00,21.509502,93.09041,111.35126
68,33.5,110.45,2021-07-23,00:00:00,23.14107,95.02236,105.05566
69,33.55,110.9,2021-07-23,00:00:00,20.902891,97.72441,117.190796
70,33.55,110.4,2021-07-23,00:00:00,23.45961,95.07805,111.90614
71,33.5,110.65,2021-07-23,00:00:00,24.201061,97.38429,113.02282
72,33.75,111.9,2021-07-23,00:00:00,19.425228,96.07861,122.840706
73,33.7,111.6,2021-07-23,00:00:00,17.222004,92.75754,59.78515
74,33.7,111.35,2021-07-23,00:00:00,20.190887,93.97691,105.09421
75,33.75,111.55,2021-07-23,00:00:00,18.441172,93.26613,71.73651
