id,lat,lng,date,time,tem,rhu,wnd
0,33.4,110.5,2021-07-24,16:00:00,25.58213,67.145065,114.36735
1,33.5,111.1,2021-07-24,16:00:00,26.157974,68.45354,139.36775
2,33.45,111.0,2021-07-24,16:00:00,29.040071,69.874466,130.51295
3,33.5,110.35,2021-07-24,16:00:00,27.952785,64.64201,111.48047
4,33.4,111.1,2021-07-24,16:00:00,29.431458,69.40315,131.55353
5,33.45,110.7,2021-07-24,16:00:00,29.865849,69.29274,129.10825
6,33.55,110.3,2021-07-24,16:00:00,27.369226,64.64019,116.382
7,33.4,111.05,2021-07-24,16:00:00,29.085606,69.02692,129.37296
8,33.5,110.4,2021-07-24,16:00:00,28.631952,64.76301,108.5519
9,33.45,110.95,2021-07-24,16:00:00,28.4249,69.58574,128.9819
10,33.55,110.15,2021-07-24,16:00:00,24.803738,67.7229,131.91849
11,33.4,110.8,2021-07-24,16:00:00,30.08489,69.83919,131.42897
12,33.55,111.15,2021-07-24,16:00:00,26.831764,71.1502,140.13368
13,33.55,110.2,2021-07-24,16:00:00,24.03785,64.717316,127.16545
14,33.55,110.6,2021-07-24,16:00:00,28.72358,66.138214,124.1501
15,33.45,110.65,2021-07-24,16:00:00,29.471619,68.331154,124.63512
16,33.4,110.55,2021-07-24,16:00:00,27.119274,68.085075,117.31087
17,33.55,110.8,2021-07-24,16:00:00,28.259094,69.45137,132.10533
18,33.55,110.85,2021-07-24,16:00:00,27.516708,69.63654,132.39874
19,33.45,110.85,2021-07-24,16:00:00,29.714512,70.625206,128.69807
20,33.4,110.35,2021-07-24,16:00:00,25.40513,66.54754,125.073814
21,33.4,111.15,2021-07-24,16:00:00,28.789345,68.47489,131.33998
22,33.45,110.4,2021-07-24,16:00:00,28.575779,66.881096,114.46392
23,33.4,110.1,2021-07-24,16:00:00,22.527218,70.310486,148.66504
24,33.4,110.85,2021-07-24,16:00:00,28.978933,69.163315,129.06572
25,33.4,110.05,2021-07-24,16:00:00,24.418137,72.70324,146.85625
26,33.5,111.0,2021-07-24,16:00:00,28.375965,70.10319,133.60335
27,33.5,110.2,2021-07-24,16:00:00,25.76743,67.40053,126.90091
28,33.55,110.95,2021-07-24,16:00:00,26.294992,69.14101,134.82169
29,33.4,110.9,2021-07-24,16:00:00,28.271221,68.47276,126.720825
30,33.4,110.95,2021-07-24,16:00:00,28.401749,68.519035,127.06189
31,33.45,110.45,2021-07-24,16:00:00,28.470936,67.01046,113.1183
32,33.4,110.15,2021-07-24,16:00:00,22.696655,68.40683,144.11969
