id,lat,lng,date,time,tem,rhu,wnd
0,33.4,110.5,2021-07-23,08:00:00,20.407425,91.29533,115.93529
1,33.5,111.1,2021-07-23,08:00:00,21.94688,82.854095,91.35037
2,33.45,111.0,2021-07-23,08:00:00,24.699326,87.06117,94.56434
3,33.5,110.35,2021-07-23,08:00:00,22.325773,92.81466,107.23775
4,33.4,111.1,2021-07-23,08:00:00,24.784225,86.5592,91.04674
5,33.45,110.7,2021-07-23,08:00:00,24.76862,94.02586,122.26947
6,33.55,110.3,2021-07-23,08:00:00,21.791935,91.89959,111.17942
7,33.4,111.05,2021-07-23,08:00:00,24.45692,86.864395,96.589
8,33.5,110.4,2021-07-23,08:00:00,22.94674,92.97132,107.28969
9,33.45,110.95,2021-07-23,08:00:00,24.006763,88.105484,98.492256
10,33.55,110.15,2021-07-23,08:00:00,19.923813,90.7333,112.42128
11,33.4,110.8,2021-07-23,08:00:00,25.091843,93.52101,125.57878
12,33.55,111.15,2021-07-23,08:00:00,22.543491,84.085304,87.98856
13,33.55,110.2,2021-07-23,08:00:00,18.835068,89.654205,112.662285
14,33.55,110.6,2021-07-23,08:00:00,23.62679,91.685715,112.98728
15,33.45,110.65,2021-07-23,08:00:00,24.302855,93.4428,119.79062
16,33.4,110.55,2021-07-23,08:00:00,21.918316,92.39542,118.4498
17,33.55,110.8,2021-07-23,08:00:00,23.697142,90.20259,104.35241
18,33.55,110.85,2021-07-23,08:00:00,23.040806,89.437256,97.694786
19,33.45,110.85,2021-07-23,08:00:00,25.046228,91.643074,110.1323
20,33.4,110.35,2021-07-23,08:00:00,20.176062,91.46597,112.08619
21,33.4,111.15,2021-07-23,08:00:00,24.181131,85.14243,84.01291
22,33.45,110.4,2021-07-23,08:00:00,23.081364,93.41193,110.66387
23,33.4,110.1,2021-07-23,08:00:00,18.19952,89.05727,106.910675
24,33.4,110.85,2021-07-23,08:00:00,24.144564,91.641464,120.14627
25,33.4,110.05,2021-07-23,08:00:00,20.27407,90.791794,115.06008
26,33.5,111.0,2021-07-23,08:00:00,24.195251,86.02786,88.39625
27,33.5,110.2,2021-07-23,08:00:00,20.711094,92.031494,104.48499
28,33.55,110.95,2021-07-23,08:00:00,21.952522,86.98207,86.02024
29,33.4,110.9,2021-07-23,08:00:00,23.526451,89.90788,112.6291
30,33.4,110.95,2021-07-23,08:00:00,23.731243,88.46791,108.05332
31,33.45,110.45,2021-07-23,08:00:00,23.032707,93.037125,111.54331
32,33.4,110.15,2021-07-23,08:00:00,18.168674,88.926865,106.021515
33,33.55,111.05,2021-07-23,08:00:00,23.858568,86.619,84.17678
34,33.4,110.6,2021-07-23,08:00:00,21.747555,92.10309,121.23624
35,33.5,111.05,2021-07-23,08:00:00,24.031157,85.247375,89.96472
36,33.45,110.1,2021-07-23,08:00:00,20.279263,91.5319,105.98683
37,33.5,110.6,2021-07-23,08:00:00,24.13105,92.56075,113.771576
38,33.4,110.45,2021-07-23,08:00:00,19.92566,91.017586,114.79897
39,33.4,110.7,2021-07-23,08:00:00,23.225365,93.38919,127.08438
40,33.45,110.8,2021-07-23,08:00:00,25.582878,93.08837,116.42706
41,33.45,111.05,2021-07-23,08:00:00,24.626875,86.4016,92.79232
42,33.55,110.1,2021-07-23,08:00:00,20.32064,91.474976,112.18102
43,33.5,110.8,2021-07-23,08:00:00,24.829134,91.65601,107.463394
44,33.5,110.7,2021-07-23,08:00:00,24.204845,92.869705,116.449776
45,33.45,110.05,2021-07-23,08:00:00,19.806698,91.30084,111.659775
46,33.5,110.05,2021-07-23,08:00:00,20.808887,92.51881,109.47639
47,33.4,110.4,2021-07-23,08:00:00,19.828133,91.04027,113.552986
48,33.45,110.35,2021-07-23,08:00:00,23.151379,93.674736,109.81311
49,33.5,110.25,2021-07-23,08:00:00,21.626738,92.35483,105.857216
50,33.55,110.75,2021-07-23,08:00:00,24.309155,91.314606,109.91926
51,33.45,110.15,2021-07-23,08:00:00,21.548988,92.32179,105.41966
52,33.45,111.1,2021-07-23,08:00:00,24.741568,85.86956,91.20255
53,33.5,110.75,2021-07-23,08:00:00,24.961206,92.78366,112.468605
54,33.5,111.15,2021-07-23,08:00:00,22.480227,82.7525,89.940475
55,33.55,110.45,2021-07-23,08:00:00,22.952417,92.16469,107.71218
56,33.55,110.25,2021-07-23,08:00:00,20.913052,91.20776,111.906235
57,33.5,110.15,2021-07-23,08:00:00,20.897966,92.13759,104.9159
58,33.5,110.9,2021-07-23,08:00:00,24.569254,89.46919,93.214134
59,33.55,110.05,2021-07-23,08:00:00,19.498503,91.54408,114.5718
60,33.55,110.55,2021-07-23,08:00:00,22.778881,91.25001,110.06613
61,33.4,110.3,2021-07-23,08:00:00,19.810312,90.924126,110.388916
62,33.55,110.65,2021-07-23,08:00:00,24.692564,92.14603,113.743195
63,33.5,110.85,2021-07-23,08:00:00,24.863968,90.80145,100.96717
64,33.4,111.0,2021-07-23,08:00:00,24.072418,87.109314,102.706085
65,33.45,110.25,2021-07-23,08:00:00,22.683212,93.11728,106.976715
66,33.45,111.15,2021-07-23,08:00:00,24.168282,84.69055,87.310585
67,33.5,110.1,2021-07-23,08:00:00,21.001232,92.42551,105.36038
68,33.5,110.45,2021-07-23,08:00:00,23.278519,92.58289,107.64612
69,33.55,110.9,2021-07-23,08:00:00,21.941277,88.08505,89.67513
70,33.55,110.4,2021-07-23,08:00:00,23.395306,93.08447,107.79675
71,33.5,110.65,2021-07-23,08:00:00,24.919289,93.129295,114.93043
72,33.75,111.9,2021-07-23,08:00:00,20.416912,90.817825,111.01625
73,33.7,111.6,2021-07-23,08:00:00,17.983326,86.57819,65.321465
74,33.7,111.35,2021-07-23,08:00:00,20.787064,85.70145,74.02875
75,33.75,111.55,2021-07-23,08:00:00,18.78117,87.57315,72.80725
76,33.75,111.5,2021-07-23,08:00:00,18.254982,86.65427,71.13023
77,33.75,111.6,2021-07-23,08:00:00,19.730263,88.93402,74.50515
78,33.75,111.65,2021-07-23,08:00:00,20.10151,89.41005,81.458244
79,33.7,111.4,2021-07-23,08:00:00,21.219875,86.76809,64.978065
80,33.7,111.45,2021-07-23,08:00:00,19.524452,86.09719,59.977104
81,33.7,111.7,2021-07-23,08:00:00,18.270748,86.99128,85.17445
82,33.75,111.35,2021-07-23,08:00:00,17.396633,83.66019,87.82441
83,33.7,111.8,2021-07-23,08:00:00,18.050833,86.96236,101.89482
84,33.7,111.55,2021-07-23,08:00:00,18.80154,86.812325,60.758377
85,33.7,111.5,2021-07-23,08:00:00,17.255821,85.09796,55.488266
86,33.7,111.75,2021-07-23,08:00:00,18.589346,87.10959,93.59909
87,33.7,111.25,2021-07-23,08:00:00,20.536346,85.03706,89.59973
88,33.7,111.9,2021-07-23,08:00:00,20.744446,90.153076,113.978455
89,33.75,111.95,2021-07-23,08:00:00,19.909178,91.42178,113.247375
90,33.75,111.4,2021-07-23,08:00:00,17.127316,84.26338,81.137024
91,33.75,111.3,2021-07-23,08:00:00,16.831211,82.46643,94.48043
92,33.75,109.4,2021-07-23,08:00:00,19.27823,95.75429,132.86882
93,33.7,109.75,2021-07-23,08:00:00,17.959717,91.409615,140.44719
